,rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.accountLink,user.realm,user.userId,displayImageUrl
4123,5,Lots of action and laughs!! Loved the jet scenes,Kevin,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Kevin,,Fandango,d6a01e1d-1d96-46dc-8640-9fa44e1dffcd,
4124,5,"Great movie, definitely worth seeing in IMAX if possible for total immersion and amazing sound.",Mike F,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Mike F,/user/id/979642514,RT,979642514,
4125,5,Very good movie.  Lots of action and excitement.,Lori,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Lori,,Fandango,55D6FB4B-F1C9-433E-9996-866B16FA17C1,
4126,5,Fantastic! Better than the first one!,Ana R,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Ana R,,Fandango,7a450cbb-d87b-49da-85bb-9f5d6ad92578,
4127,5,As good as the first Top Gun this move topped it. Great story line and better action scenes.,Papa6,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Papa6,,Fandango,7b4a88de-ec06-4e89-a301-16566b501245,
4128,5,Outstanding action and storyline.,Google GA,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Google GA,,Fandango,55f83ecc-2ee7-42f2-ace4-af2e469d21b0,
4129,4,"Movie was as described, great!   Hollywood produced a winner.  Celebrating USA and what we stand for.",Robert,FALSE,FALSE,FALSE,FALSE,4,"Jul 10, 2022",Robert,,Fandango,3b420148-0d04-4a80-b47d-e75f10c377a3,
4130,5,"Great aircraft maneuvering scenes, interesting and heart wrenching story line and tons of action,",Wayne Jemmings,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Wayne Jemmings,,Fandango,a5fdc33f-7ed9-4e88-9767-024e67ee8f57,
4131,5,"Best movie I have seen in years.  So much action with very few slow spots.  And even when it did slow down, it hit right in the feels.",Anthony,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Anthony,,Fandango,CE40166B-C92D-4A38-953B-A21BBF7EBBA9,
4132,4,Better than the first one.,Steven W,TRUE,FALSE,FALSE,FALSE,4,"Jul 10, 2022",Steven W,,Fandango,65f96415-e025-4e59-b1c9-c06b6fccc580,
4133,5,Movie of the year we needed this ,,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",,,Flixster,7bd334c0-ae26-46b3-a583-c477a980779d,
4134,5,"Wooowwwwww one of the best.... thats how you do a good movie based in a old cult movie, (the only thing that made me sad is thinking we could have something like that for Star Wars and others), really really good movie hey and it had inclusivity, women and POC so as you can see its the plot and the development of the characters.... really great movie

GC",godofredo c,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",godofredo c,/user/id/977738024,RT,977738024,
4135,4,We love it! One the best movies,Pete/Gloria Mag,TRUE,FALSE,FALSE,FALSE,4,"Jul 10, 2022",Pete/Gloria Mag,,Fandango,763CD2AA-8508-4D07-913D-95B0C87836E6,
4136,5,"Very entertaining, no agendas  , just pure film  magic.",John L,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",John L,/user/id/979167976,RT,979167976,
4137,5,"this movie is now my new favorite movie.
loved it",fungleton u,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",fungleton u,/user/id/979626870,RT,979626870,
4138,5,Absolutely loved the movie!,Susan U,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Susan U,,Fandango,a5751fca-0cb5-49bd-b11f-fcba7d871553,
4139,5,Best movie I've seen in years!,Chris,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Chris,,Fandango,CF646567-43FA-46A6-B178-FDBA4FE332B6,
4140,4.5,Well worth the wait! I'm going to watch this one again and again just like I did with the original. So much action and the chemistry between the actors was great. Really hope for a third. Love how the music from the first was also used!,Christa L,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 10, 2022",Christa L,,Fandango,d3a7e34c-316f-4998-91bb-9eac93ac1b70,
4141,5,"Never saw the first one, but this was funny, thrilling and wholesome.",Stormee,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Stormee,,Fandango,b055d173-63c5-452a-a642-76b218ea0cda,
4142,4.5,Everything you'd hope and expect from Top Gun delivered. Aces!,APDX,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 10, 2022",APDX,,Fandango,123672f2-6bb1-4617-8310-a6c95c1a9e36,
4143,5,Loved it. Not sure I would have changed anything,Joe L,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Joe L,,Fandango,BB0601CC-B113-420C-BB02-36CE042782C3,
4144,5,Loved it would see it again,Mary,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Mary,,Fandango,4cf32042-f8d3-435b-a901-f124f9ca4926,
4145,5,Best movie I’ve ever seen,Blaydn Lampien,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Blaydn Lampien,,Fandango,289EE6D8-613E-4C2F-9E7C-C08758456776,
4146,5,"I enjoyed every moment of it! Had great action scenes, & I love how it played homage to the original movie & Val Iceman Kilmer!!",Latoya,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Latoya,,Fandango,D2F1970C-F1C7-40D9-B15E-E8A60421EA99,
4147,0.5,Expected more action!!,Carlos Valdez,TRUE,FALSE,FALSE,FALSE,0.5,"Jul 10, 2022",Carlos Valdez,,Fandango,23F981CF-4A1A-4C7A-9A45-C63D72706336,
4148,5,I like it. It was worth my time!,Aaron,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Aaron,,Fandango,967d80c4-800b-46b8-8435-3e72c981ce47,
4149,4.5,It was  just as good as Top Gun. Loved it!,Caroline,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 10, 2022",Caroline,,Fandango,D0E1D4F2-422D-4F3A-8406-D3D0788FAAD8,
4150,5,"Well done! Would have preferred ending to be more about Rooster and Mav verses Penny, but overall very happy with the movie",Brittany Accetturo,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Brittany Accetturo,,Fandango,b2a99470-3962-4517-b914-695e45fcb7b3,
4151,5,"Breathtaking
Impeccable acting 
Touchy, emotional, brings back great memories, including what an amazing country we live in!!!",Vicky,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Vicky,,Fandango,e0ee0627-da4f-419f-b8a4-99d9cfa9d966,
4152,5,"Better than I expected, what an ode to the classic! GREAT JOB TOM & crew!",F A,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",F A,,Fandango,11485972-C454-44CC-8905-D16F196EBE42,
4153,5,"Wow! Tom Cruise gave us a truely exceptional film. Tons of fun. A sequel better than the first movie in a short list of others such as Aliens, Terminator 2, and Empire Strikes Back.",Kyle H,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Kyle H,/user/id/977536734,RT,977536734,
4154,5,"The movie was absolutely incredible. Had me on the edge of my seat from beginning to end. All the
Feels. Laughter crying and clapping!! 
WOULD WATCH FIVE TIMES AGAIN",Leah,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Leah,,Fandango,7ceaeedc-4f3b-4f23-a3cb-c0c6f7e501d7,
4155,4,"Fyi, four stars for me is extremely good!  This is a must watch IN THEATER   Talk to me Goose.",Matthew B,TRUE,FALSE,FALSE,FALSE,4,"Jul 10, 2022",Matthew B,,Fandango,ed112718-d1cd-475e-ab41-2006e40f0756,
4156,5,I laughed. I cried. So exciting. This movie has it all and Tom Cruise still has it!  Miles Teller isnt too bad either!,Cindy,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Cindy,,Fandango,989c5747-8fb6-4583-acbb-a8f3a4da081d,
4157,5,Amazing film! Just as good as the firstwanted to watch it over again right after it ended.,Alisha,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Alisha,,Fandango,81dad5e5-74eb-47ab-a54d-3aff92db4ef1,
4158,5,Love all the flight scenes!!! Very cool.,Jaime,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Jaime,,Fandango,1ce354aa-c195-4117-b03f-7537292c2f87,
4159,5,"I just hope that with this movie, Hollywood is back on the track of the good old glory days! Not only that this movie pays respect to the original but further builds upon the first movie, promoting character of Maverick and exploring his relationship with the estranged son of his deceased co-pilot and friend Goose. I love all the 1980s callbacks. Story is absolute spot on and even though they use Russian built Su-57, movie doesn't politicise but focuses on Maverick, his character and his team. Must watch!",Mladen M,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Mladen M,/user/id/978872456,RT,978872456,
4160,5,So so good. A lot of twists. Actors were great.,Abby,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Abby,,Fandango,219b1386-ff07-46f6-8d6c-76222543c8fb,
4161,4.5,Brought back old memories and made new ones to close out a LEGACY.. Pete Mitchell!,David G,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 10, 2022",David G,,Fandango,083AA396-B842-41A5-BB6E-FA8CF023A907,
4162,5,"May be the best movie of the year, was an adrenaline rush all the way through!",Cory,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Cory,,Fandango,8502BD55-5B88-4F84-A6BE-2664CFC51440,
4163,5,"It’s a great movie, fast and amazing action fight flights. TopGun, the original is an iconic Movie, this one match the original, is exiting and at the same time it take you to the original in a good way.",Luis,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Luis,,Fandango,AC6C9611-45B1-4329-A025-F597DC0228D2,
4164,5,"I didn't watch the first TopGun, but this movie does a great job trying to bring in events of the first movie into this one. The people's characteristics and motives seemed genuine (not fake and obnoxious). Great amount of action, suspense, and drama. I thoroughly enjoyed this film! My eyes teared up a tiny bit :')",D_Man,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",D_Man,,Fandango,FF3D2744-A8A5-4898-BE14-23AC72652E11,
4165,5,"Positive, exciting and entertaining",j,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",j,,Fandango,B085C4F5-DAD5-46E1-8B08-7D7AF1723FA2,
4166,5,This movie did not disappoint. Tom Cruise and all the cast were awesome!!,Renee,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Renee,,Fandango,cc1fed44-49c6-4d7a-a8af-1b097e1515c2,
4167,5,"Fantastic sequel, period. If you love the first, you will love this!",M. Nierenhausen,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",M. Nierenhausen,,Fandango,C2690FE5-8217-4AB3-AF15-6BDDA37C2B04,
4168,5,Movie was awesome. Just pure entertainment!,Anahita c,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Anahita c,,Fandango,2ffc6bb0-345a-41b5-bedf-ca4df56a814c,
4169,5,excellent story explosive action good from beginning to end,alexander,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",alexander,,Fandango,95647536-8C06-4120-BB05-EB545AF87388,
4170,5,I liked the cinematography! Also thought the story was compelling so never got bored!,Pegi C,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Pegi C,,Fandango,ad5ee2ba-adcc-4c0c-8844-6777248640ce,
4171,5,"Loved how it was a new story with the perfect amount of tribute to the original. Best sequel ever! Music, actors, action..one great show!",Michelle,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Michelle,,Fandango,117de436-464c-4ce5-8d2d-178c1029694a,
4172,5,You can feel the G forces,Terrill,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Terrill,,Fandango,24ef4bab-8c11-4abf-b163-165efd7dad4c,
4173,5,Edge of your seat good!,Susan G,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Susan G,,Fandango,5CEBADF3-55B7-4436-9327-B869BFF887BC,
4174,5,"Truly a remarkable movie! Respect and honor to all involved! Val kilmer, what an honor having you be a part of this!!!",anthony,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",anthony,,Fandango,6AC6912E-B8CC-4B79-B09D-F32A045CC9EF,
4175,5,Great Movie a Must See,Rodney,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Rodney,,Fandango,7E3C843A-5032-44B5-870A-5AE98C6B77D5,
4176,5,This brought the movie series full circle! Well put togwther,Momof2,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Momof2,,Fandango,127525a2-b99f-4b36-9907-992610a578ad,
4177,4.5,"Masterfully directed, wildly entertaining, and just SO. Damn. Cool, the sequel does every single thing right, top to bottom, particularly in its combat scenes and handling of Val Kilmer's cameo.",Chris G,FALSE,FALSE,FALSE,TRUE,4.5,"Jul 10, 2022",Chris G,/user/id/895611648,RT,895611648,https://graph.facebook.com/v3.3/1290073294/picture
4178,5,"No one dies, the job gets done, plenty of action",CJ Powell,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",CJ Powell,,Fandango,956bd305-d10d-4a3c-b282-1378852b4798,
4179,5,Awesome action packed movie.,Melissa,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Melissa,,Fandango,0a2f026e-bb81-41d6-98b6-6390987c4194,
4180,5,"Absolutely great movie. IMHO, it is better than the original. It retains the central themes (AKA Clichés (i.e. love interest, shirtless sunset sports, etc.) that make it appealing, while introducing a solid plot with lots of action and interaction between the characters. There are multiple climaxes, if you will, and each one is better than the last. Definitely watch in theaters if you can- the soundtrack and cinematography are awesome!",Sarang S,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Sarang S,/user/id/979529153,RT,979529153,
4181,4,Great action packed movie with a tender side.,Wendy C,TRUE,FALSE,FALSE,FALSE,4,"Jul 10, 2022",Wendy C,,Fandango,be659a86-124f-4a81-82d5-6b3d5ca50a57,
4182,5,"Amazing feel good, patriotic, & all around family fun movie! I highly recommend to anyone who likes a good story line with a happily ever after  :)",JT,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",JT,,Fandango,78db11dd-0092-49f7-92ed-9afdbb80cd8c,
4183,5,Boom! 2nd time seeing it,Danny,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Danny,,Fandango,1cea45af-960d-48f1-9fff-1b14c1917a88,
4184,5,"A fitting sequel, you will laugh, Cry and cheer!",John B,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",John B,,Fandango,9475f47f-d706-48d1-b169-8404bf679592,
4185,4,"The plot is formulaic, but the flying scenes are spectacular. Made me proud of our military knowing that it was probably not too far from what they really can do.",Deane144,TRUE,FALSE,FALSE,FALSE,4,"Jul 10, 2022",Deane144,,Fandango,5a07d0a9-bff8-4a5c-a2d9-d3bdf57bf411,
4186,5,"Never thought a sequel could be as good as the first Top Gun, but Bravo to all involved In making this film. Cant just watch this one once, but over and over again!! Storyline and special effects, sound and music were AMAZING!!",Niki,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Niki,,Fandango,d42d618e-32c1-40a5-a2f3-aef1e6d2cf56,
4187,5,"Its cheesy and predictable, but I loved it!",wendy b,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",wendy b,,Fandango,1a067c52-aef1-4795-bfb7-7969eb59f359,
4188,4.5,"A sequel is many times not as good as the original, but this one was at least as good! I liked the way the movie incorporated parts of the original into this one. The flying was spectacular and realistic. The characters were believable and played well. The scenario of the mission was believable. Very exciting!",Cindy,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 10, 2022",Cindy,,Fandango,b2cc93bb-ef04-478a-ae6c-df842faca766,
4189,5,This movie was FANTASTIC and action packed! We loved it,Tami,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Tami,,Fandango,f7cdb6ab-40b1-4bc8-8ab6-58c2c922375c,
4190,5,Great plot and lots of action!,Linda,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Linda,,Fandango,2762c951-b2dc-4def-891a-682cc68e8911,
4191,5,Awesome Jet Flying scenes. Just as good as the first one.,Chris C,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Chris C,,Fandango,7DDDD478-EF18-4F0E-8D35-F600DDFE3B26,
4192,5,I really loved the movie. As good as the first one. I would recommend.,tamera,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",tamera,,Fandango,43fae342-6355-40e9-917d-0dfea76c02c7,
4193,5,It was well done! Amazing movie!,Cori Sylvester,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Cori Sylvester,,Fandango,2342b6d9-8678-440e-b0ae-47a8609fb9e5,
4194,4.5,Loved the original music and the story line,Rachel,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 10, 2022",Rachel,,Fandango,4bc91f6f-c7c4-4942-9fa6-259605538c24,
4195,5,A must see movie! Full of action and drama! So glad we saw it in the theater!,Tracy,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Tracy,,Fandango,12ede798-fea1-4fdb-9e59-215d1a826046,
4196,5,OMFG what an amazing movie!,Morgan M,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Morgan M,,Fandango,1B58AA20-8E2F-4BCA-9412-88C044162223,
4197,5,"Fantastic plotline that builds credibly from the original. Breathaking cinematography, solid acting, with Maverick and Iceman in as memorable of a scene for any fan of Top Gun.",Jack,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Jack,,Fandango,dfc945d8-b1f0-4423-bd1b-43ac9cec5520,
4198,5,I thoroughly enjoyed the movie. One of the greatest remakes of a movie I love. I would definitely watch it again.,Tiffany,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Tiffany,,Fandango,c1d20f45-8708-47bc-aedb-19b656bc4e2b,
4199,5,"Great movie. Loved the first one when it came out,  love this one now.",Chuck,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Chuck,,Fandango,742C0C35-8E52-45F7-8ADC-BE473F73840D,
4200,5,"Fantastic, fun action movie and poignant sequel refreshingly of woke nonsense.",Dad Bod,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Dad Bod,,Fandango,f5b137c3-19fa-458c-863f-0c2addcc6f1d,
4201,5,solid action. loved the throwbacks to the original. well done. highly recommend seeing it..,Vera Lotocky,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Vera Lotocky,,Fandango,AEE84497-F014-41D0-9D02-1BB1234740EC,
4202,5,"This movie was splooshtastic! Clean up, aisle me.",Jon O,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Jon O,,Fandango,ECF8216A-26E6-4533-936B-4ED5EA292C6D,
4203,5,it's was everything I hope it would be. Plenty of action and dialogue.,Steven Baldwin,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Steven Baldwin,,Fandango,43FA38F4-7805-439F-BBC9-8D4465CDFE1E,
4204,5,Great sequel…Great story…Acting  and action were top rate…A can’t miss movie.,Steven,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Steven,,Fandango,56C31E9A-86DD-4D7F-832E-57B638B58AA7,
4205,5,Awesome! Best movie I've seen in a very long time. A must see !!,Rose D,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Rose D,/user/id/979642105,RT,979642105,https://graph.facebook.com/v3.3/641478610850811/picture
4206,5,People were not wrong when they said this is a great movie! It was so good! Kept your attention the entire 2 hours and 11 minutes! The one relationship scene that l showed nothing and lasted maybe 2.5 minutes people got up and went to the bathroom thinking it was just another live scene! They missed out! Go see it!,Maria71868,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Maria71868,,Fandango,3B3D94BF-CCC4-4B80-8352-97A9F0A02B46,
4207,5,"Was a great great movie!!
Just what America needed",shane h,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",shane h,,Fandango,e165cffe-087b-4b06-a799-ce8454a9e572,
4208,5,Amazing. The flight seasons were to remember. Definitely glad I saw it on the big screen,Sean l,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Sean l,/user/id/978233789,RT,978233789,
4209,4,Excited from being to finish,Laura,TRUE,FALSE,FALSE,FALSE,4,"Jul 10, 2022",Laura,,Fandango,2cc91e48-e861-4da0-bd84-c422f417f5a1,
4210,5,"Best movie I've ever seen. I'm not a fan of movies, but I could easily watch this movie every damn day!",Olivia M,FALSE,FALSE,FALSE,TRUE,5,"Jul 10, 2022",Olivia M,/user/id/979642087,RT,979642087,
4211,5,I just loved that movie. kept me on my seat almost the whole time..,Brenda,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Brenda,,Fandango,86B31A88-938D-4E8D-819C-EEF9FA897557,
4212,5,"Great movie.
Just as good as the original",Michael M,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Michael M,,Fandango,eac4a0ac-6776-454f-9d8f-a172a77422b4,
4213,5,Best movie Ive seen in ages- seeing it in the theater is an absolute must! Great story from start to finish- highly recommend!,Kelsey M,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Kelsey M,,Fandango,c7960f27-c92f-4382-9866-4eb66b9c4478,
4214,5,The movie was awesome. I love Tom Cruise and the new actors were great! The positive ending and the action was soooo great!!!,Traci,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Traci,,Fandango,24611d8d-c055-4028-937a-87ac68996952,
4215,5,Awesome follow up to the original!!,michael j,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",michael j,,Fandango,5B2ED2C1-EBC0-4359-9B11-4C18B6779CD7,
4216,5,Tom Cruise is still the goat,Jason R,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Jason R,/user/id/979642075,RT,979642075,https://graph.facebook.com/v3.3/161105656462751/picture
4217,5,"This was the best movie Ive seen in years! I liked the story line, how well the story from the original Top Gun was integrated, I enjoyed the cast of characters and thought they did a good job portraying their rolls.  Over all it was an exciting, feel good movie that was a breath of fresh air. Loved it!",Kelly M,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Kelly M,,Fandango,8ff70443-0997-46b8-9d26-b4d688c931fb,
4218,5,Just what I expected!,Kristina S,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Kristina S,,Fandango,e8f2c9c2-fe77-4a5e-9151-e8400f9db0c3,
4219,5,"On the edge of my seat almost the whole movie.   Was enjoyed by me, my husband & 2 teenage dtrs -miracle 3!",Beth  D,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Beth  D,,Fandango,409C1A66-6E7A-4690-893D-3C1579FB3CAD,
4220,5,Cruise and team delivered a fantastic sequel! It was worth the wait to see it on the big screen.,R3G,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",R3G,,Fandango,5114406b-2d5a-4775-a8e0-53c3fdd61309,
4221,5,"Exciting and suspenseful.  Actors were fantastic.
Gave us an appreciation for our military expertise of pilots.",Kathleen,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Kathleen,,Fandango,1fbf79fa-62d7-4fc2-aa4f-03bf4cba2fa5,
4222,5,Thought story line was great and action awesome.,Google,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Google,,Fandango,cdc90f8c-5313-4da8-beee-a1b7f4a3ce45,
4223,5,Great Top Gun sequel!!!!,Erlinda N,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Erlinda N,,Fandango,a693f32c-3ba9-4131-9c78-48741c41a192,
4224,4.5,GREAT MOVIE. NUCE THESYER,Deborah,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 10, 2022",Deborah,,Fandango,16002a09-f5d0-4a90-b515-2cd3e3ea8415,
4225,5,Just a really good movie,Robin T,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Robin T,,Fandango,a01cdc97-acdc-4ff6-87d8-208617c81956,
4226,5,Beat movie Ive ever seen.,rob,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",rob,,Fandango,353b311b-80a1-4fba-ae33-fa0a66c5b23d,
4227,5,This was the best movie I've seen in years. Great movie for everyone. Loved it. They don't make movies like top gun anymore.,Google,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Google,,Fandango,85f8dd27-7e8e-474b-9376-21618a832df4,
4228,5,Exciting and well made.  Enjoyable!! See on the big screen!,Yvonne K,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Yvonne K,,Fandango,c80026ae-6598-4bd1-bc87-5b30dda63dae,
4229,5,"Fantastic, loved how they tied it all together with the original Top Gun but you didn't have to have seen the original to understand it.",Julie,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Julie,,Fandango,BA8C715A-9086-468D-B4F3-5070043A7C64,
4230,5,Just as entertaining on the second viewing.,Giblet,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Giblet,,Fandango,0f9c0705-f5e1-4e5d-a39c-8b56158b7f5e,
4231,5,Absolutely fabulous movie! So well done!,Micci N,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Micci N,,Fandango,80ff3522-764d-441a-9c00-fbf462c27035,
4232,5,"Great callbacks, solid action, heartfelt moments, and amazing flying girl scenes too. Really spectacular flight footage.",OJ,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",OJ,,Fandango,bd7d06d9-5474-4249-8b96-9e45f0118d5e,
4233,5,Pretty awesome!! Best Movie of the year! The decade maybe,Marcio M,FALSE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Marcio M,/user/id/979642015,RT,979642015,https://graph.facebook.com/v3.3/10216817590470520/picture
4234,5,"I was really expecting to be bored, but OMG!!!! I was on the edge of my seat one minute crying the next.  I definitely recommend this one.",Shonnie B,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Shonnie B,,Fandango,F6480F7B-2594-48CD-B4D6-98F9758331DA,
4235,5,Best movie ever made,Nate,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Nate,,Fandango,52de015b-8d58-4fcd-8f6a-3fd425aa5b52,
4236,5,I normally do not see movies more than once but took exception to this one saw it again tonight with my 15 year old grandson who loved it too! . Absolutely loved everything about it.,Barbara,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Barbara,,Fandango,95dece07-1439-433b-8d8e-ff83707f6b16,
4237,3.5,It had some comical scenes but expected more fighting in the air to make it more interesting. I didnt care for the mission in the story. The continuation of the story from Topgun was good.,Deb,TRUE,FALSE,FALSE,FALSE,3.5,"Jul 10, 2022",Deb,,Fandango,3872ab53-377c-4afe-9225-9931be51b0d3,
4238,5,"Keeps you on the edge of your seat .
Great camera shots!",LL,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",LL,,Fandango,7a901219-2a4f-4a22-87b6-761ff5ae69fe,
4239,5,Loved it!  Very action packed and intense!  Same lines as the original.,Lorri,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Lorri,,Fandango,9844b1a3-cad6-4122-82f6-cac4fc1bee8c,
4240,5,"Fantastic movie. Had everything: suspense, romance, action, comedy, and intensity.",Michael,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Michael,,Fandango,209C1BE3-C025-4F3F-A674-1828A2665C43,
4241,5,GREAT!!! loved it. Almost as good as the first one.,Laura Young,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Laura Young,,Fandango,4da84c85-d6da-4faf-95a6-015730de12aa,
4242,4,It was definitely better than I expected.,Melissa,TRUE,FALSE,FALSE,FALSE,4,"Jul 10, 2022",Melissa,,Fandango,c83c0318-a0e5-48dc-b9d9-0a8755da0e5b,
4243,5,"Actually I though it was a great sequel to a great movie. A touch predictable at times, though only as a nod to the original. I thoroughly enjoyed it.",Jason,TRUE,FALSE,FALSE,FALSE,5,"Jul 10, 2022",Jason,,Fandango,8218788a-7780-46c1-b12b-4a90310c10f0,
